1,1,4.7968532661247,1.43163472987138,1.43189911269449,5.7997330653184,1.58495014766383,1.5853175069416
1,2,4.797791926827,1.43238823743056,1.43207140641229,5.80091465895982,1.58585735167239,1.58559654337218
1,3,4.79779073338414,1.43238805577498,1.43207082913089,5.80091337186019,1.58585699780813,1.58559577110971
1,4,4.79779089929313,1.43238811421032,1.43207045373744,5.80091358243132,1.58585707010309,1.58559537238319
2,1,39.3130466105568,1.85674436258007,1.99772558442113,53.2441234779017,2.30710751133851,2.54104877403202
2,2,39.3130466123912,1.85100292686293,2.10478474592704,53.2441234827743,2.30158432660988,2.61246556098626
2,3,39.3130466111602,1.96524421440938,1.98432247307332,53.2441234811729,2.41016890339953,2.57453860742754
2,4,39.3130466111602,1.96524421440938,1.98432247307332,53.2441234811729,2.41016890339953,2.57453860742754
3,1,18.927456364982,11.1642660199444,11.1741548455063,24.3279896679912,14.210295242962,14.0562668442275
3,2,18.9274561370745,11.1693690887943,11.1741549483878,24.3279896102259,14.2061745040628,14.0562669149593
3,3,18.9274561370745,11.1693690887943,11.1741549483878,24.3279896102259,14.2061745040628,14.0562669149593
3,4,18.9274561370745,11.1693690887943,11.1741549483878,24.3279896102259,14.2061745040628,14.0562669149593
4,1,6.16305461019987,1.8929617663579,1.89401413365477,7.79618559465065,2.27295416712121,2.27420018807222
4,2,6.16305461123571,1.89231505593042,1.89485323354089,7.79618559401652,2.27253243293662,2.278697428579
4,3,6.16305461123571,1.89231505593042,1.89485323354089,7.79618559401652,2.27253243293662,2.278697428579
4,4,6.16305461123571,1.89231505593042,1.89485323354089,7.79618559401652,2.27253243293662,2.278697428579
5,1,8.49079790897536,2.35179188512791,2.35115027497792,10.2211020603109,2.83129365545594,2.83044439069994
5,2,8.49038738711844,2.35095875358825,2.35379204104704,10.2205715831852,2.83042667748014,2.83386121497826
5,3,8.49059081624593,2.35114035564912,2.35483163600743,10.2208710283018,2.83068721288636,2.83479139560213
5,4,8.49077580214139,2.35148600848756,2.35612339296723,10.2210943254003,2.83101609521794,2.8361957404504
6,1,3.05553781667585,2.40136513017989,2.41640757480998,3.70702591939252,3.62080000362285,3.60218688683263
6,2,3.05553781650519,2.39811567723185,2.41605235748015,3.7070259191679,3.64443715380974,3.60232680943435
6,3,3.05553781650519,2.39811567723185,2.41605235748015,3.7070259191679,3.64443715380974,3.60232680943435
6,4,3.05553781650519,2.39811567723185,2.41605235748015,3.7070259191679,3.64443715380974,3.60232680943435
7,1,1.6045886159422,1.31996396623915,1.31906846248543,1.69582126155986,1.36104169392235,1.36024128977801
7,2,1.60714409762209,1.32061980910945,1.3190546727701,1.69923617385262,1.36173961322532,1.36020102281074
7,3,1.60643789904094,1.32064164298779,1.31994662673175,1.69760474657611,1.36136293451818,1.36094496135725
7,4,1.60643793821927,1.32067259641348,1.32097470971374,1.69760478865634,1.36139457171897,1.36179537556299
8,1,3.14453708887311,1.31186553283721,1.30585584497219,4.32339630560758,1.68726278662272,1.6783714044613
8,2,3.14453709099515,1.30503724354948,1.30357213958363,4.32339630796222,1.67599587806182,1.67492897785646
8,3,3.14453709099515,1.30503724354948,1.30357213958363,4.32339630796222,1.67599587806182,1.67492897785646
8,4,3.14453709099515,1.30503724354948,1.30357213958363,4.32339630796222,1.67599587806182,1.67492897785646
9,1,2.11712687208932,2.11153320932764,2.11213146434188,2.55643808832122,2.61695080236139,2.6162409841785
9,2,2.12288158192964,2.10938686183673,2.10901658111772,2.56200492777189,2.61084450479717,2.61075633103356
9,3,2.12288158179708,2.10952177099795,2.1089076514878,2.56200492756248,2.61077561841247,2.61063556354041
9,4,2.12288158179708,2.10952177099795,2.1089076514878,2.56200492756248,2.61077561841247,2.61063556354041
10,1,4.67483812649813,1.9096248474173,1.91223825596281,5.11872321909743,2.37411578714266,2.37637573613363
10,2,4.6757577762088,1.91011768005498,1.91157087603119,5.1194784915703,2.37459604264092,2.37600414999324
10,3,4.67708196483318,1.90948153615211,1.91059459335038,5.12066599152845,2.37412389839553,2.37446780851703
10,4,4.67764391973438,1.90946585158539,1.91102377463529,5.12116831120781,2.37412006176782,2.37507240809967
11,1,7.82369028595349,3.44895211009158,3.44883492195227,8.26626042969736,4.09265417626329,4.0915907432906
11,2,8.16761216135909,3.44714231633016,3.44455132521958,8.61218020163894,4.08966632231339,4.08709400846991
11,3,8.12184113019299,3.44442894699301,3.44728152252334,8.56599804644299,4.08692387140641,4.08944104456905
11,4,8.12184103723997,3.44442893063126,3.44619630481677,8.56599795252091,4.08692385795769,4.08847166554344
